Age,Gender,HasKids,EduLvl,WorkStatus,AnnualIncome,Occupation,YrsJobHeld,MosJobHeld,CommunitySz,CntryOfRes,MaritalStat,NumSons,NumDaughters,DP1,DP2,DP3,DP4,DP5,AIP1,AIP2,AIP3,AIP4,AIP5,AIP6,AIP7,AIP8,AIP9,AIP10,AIP11,AIP12,AIP13,AIP14,AIP15,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP9,GP10,GP11,GP12,GP13,GP14,GP15,GP16,GP17,GP18,GP19,GP20,SWLS1,SWLS2,SWLS3,SWLS4,SWLS5,SelfLabeled,OthersLabel,DPMean,AIPMean,GPMean,SWLSMean
55,Female,1,ma,full-time,55e3,NA,1,3,Medium-Sized,United States,Divorced,0,0,3,4,5,3,3,5,4,3,5,3,2,3,3,1,2,5,3,5,2,5,4,2,2,4,5,2,4,4,4,4,2,4,5,5,4,4,4,3,3,3,1,2,1,1,2,1,0,3.6,3.4,3.6,1.4
37.5,Male,1,deg,full-time,67500,NA,6,0,Large Town,United States,Married,0,1,4,4,4,4,4,5,2,2,4,2,3,5,4,4,5,4,4,5,4,5,5,4,4,4,5,4,4,4,4,4,4,4,5,4,5,5,5,4,1,4,3,3,2,3,2,1,1,4,3.87,4.15,2.6
45,Male,1,ma,full-time,87500,NA,12,5,Small Town,United States,Married,1,1,2,2,2,1,1,1,1,5,3,2,5,3,2,1,1,1,2,3,1,1,1,1,3,1,1,2,1,1,1,2,4,2,2,2,3,3,1,2,1,2,5,5,5,5,4,0,0,1.6,2.13,1.8,4.8
24,Female,0,deg,full-time,25e3,NA,2,4,Small Town,United States,Single,0,0,3,4,5,3,3,2,4,5,4,4,2,5,4,4,4,5,2,4,5,4,4,4,3,4,3,5,3,4,4,2,3,4,2,4,5,4,4,4,4,4,2,3,2,2,1,1,1,3.6,3.87,3.7,2
45,Female,1,ma,full-time,87500,NA,0,0,Rural/Country,United States,Married,3,0,2,2,2,3,3,1,1,4,3,3,3,2,4,2,4,4,2,3,1,5,4,3,2,3,3,3,3,3,4,2,4,4,3,3,4,3,2,4,4,5,3,3,2,3,3,1,0,2.4,2.8,3.3,2.8
55,Male,1,ltuni,full-time,15e4,NA,0,5,Small Town,United States,Married,1,1,1,1,3,1,1,1,1,3,2,1,2,2,2,1,3,4,1,2,1,1,2,1,2,1,2,2,3,2,4,2,2,3,1,1,2,2,1,2,4,3,4,4,4,4,3,1,0,1.4,1.8,2.1,3.8
28,Male,0,deg,full-time,45e3,NA,1,2,Village,United States,Single,0,0,4,5,3,4,4,2,2,5,2,4,1,4,3,5,4,5,2,2,1,5,5,3,2,5,3,2,5,4,4,5,4,4,4,3,4,3,3,5,5,5,3,4,4,2,1,1,1,4,3.13,3.9,2.8
37.5,Male,0,deg,full-time,45e3,NA,0,0,Village,United States,Single,0,0,4,5,5,4,4,1,3,1,3,4,4,5,2,2,4,4,1,5,1,5,5,1,3,3,4,4,4,3,4,1,1,4,2,5,3,4,4,3,5,5,2,3,2,2,1,1,1,4.4,3,3.4,2
45,Female,1,deg,full-time,87500,NA,2,1,Small Town,United States,Single,0,1,3,3,3,3,3,2,2,2,3,4,4,3,4,3,4,2,3,1,4,3,4,2,1,4,3,3,4,3,4,3,4,5,4,1,4,4,3,4,5,4,4,4,4,4,2,1,1,3,2.93,3.45,3.6
80,Male,1,deg,retired,87500,NA,0,0,Large-City,United States,Divorced,1,2,3,2,2,1,1,1,1,5,3,2,1,1,2,1,1,2,2,1,1,1,4,1,2,1,1,1,2,2,2,1,2,1,1,2,3,5,1,2,4,2,4,4,4,5,4,0,0,1.8,1.67,2,4.2
28,Male,1,phd,full-time,15e4,NA,3,0,Small Town,United States,Married,1,2,3,3,5,2,2,3,3,2,4,3,4,4,4,2,3,4,4,4,3,5,5,3,3,3,4,3,5,4,5,4,3,4,3,4,4,4,4,4,5,4,5,5,5,5,2,1,1,3,3.47,3.9,4.4
19,Female,0,ltuni,student,NA,NA,0,1,Large Town,United States,Single,0,0,1,1,1,1,1,1,1,1,2,2,1,5,2,1,2,2,1,4,1,1,2,1,1,2,2,2,2,3,3,1,1,2,1,1,3,3,1,3,3,3,2,3,2,2,1,1,1,1,1.8,2,2
67.5,Male,1,deg,retired,87500,NA,0,0,Large Town,United States,Married,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,4,3,4,4,1,0,0,1,1,1.15,3.2
37.5,Male,1,ltuni,full-time,15e3,NA,1,9,Village,United States,Divorced,1,2,1,1,1,1,1,3,1,2,1,3,2,1,1,2,2,3,1,4,1,1,3,1,2,1,3,2,3,2,3,1,1,1,2,3,1,4,4,1,2,2,4,3,4,4,4,0,0,1,1.87,2.1,3.8
22,Male,0,high,part-time,35e3,NA,1,0,Medium-Sized,United States,Single,0,0,5,4,4,5,5,4,4,3,5,4,2,5,4,5,5,3,4,4,4,4,4,3,4,4,4,4,3,1,3,3,4,5,4,3,4,3,3,4,5,4,3,3,2,2,1,1,1,4.6,4,3.6,2.2
55,Male,0,ma,full-time,25e4,NA,0,0,Large Town,United States,Single,0,0,2,3,4,2,2,1,1,4,1,3,1,4,4,3,3,2,2,3,1,2,3,2,3,2,1,2,3,4,4,1,2,4,1,4,4,4,3,3,2,2,3,4,4,4,3,1,1,2.6,2.33,2.7,3.6
37.5,Male,1,lthigh,full-time,55e3,NA,8,6,Medium-Sized,United States,Married,0,1,3,2,2,2,5,1,1,5,1,4,1,3,3,2,2,2,2,2,1,5,4,1,2,1,4,2,2,3,3,1,4,3,1,2,4,4,4,4,3,4,3,3,3,3,2,1,1,2.8,2.33,2.8,2.8
25,Female,0,high,student,15e3,NA,4,6,Village,United States,Single,0,0,4,3,3,1,1,1,1,1,2,3,5,1,4,2,2,3,1,3,1,3,5,1,1,5,3,3,3,4,5,1,3,3,1,1,2,1,2,4,5,2,4,4,4,4,4,1,0,2.4,2.2,2.75,4
32.5,Female,0,ma,full-time,87500,NA,1,0,Small Town,United States,Married,0,0,1,3,3,2,2,2,2,3,4,2,1,1,3,1,1,4,4,3,3,2,2,2,2,4,3,5,3,3,2,3,3,3,2,2,3,3,2,3,2,4,3,3,3,3,3,1,0,2.2,2.4,2.8,3
55,Female,0,ma,part-time,35e3,NA,0,0,Rural/Country,United States,Married,0,0,2,3,1,2,1,4,1,5,3,2,4,2,2,3,2,1,1,1,2,4,5,1,3,5,4,3,5,3,5,1,1,4,4,2,5,4,1,4,5,1,3,4,2,4,1,1,1,1.8,2.47,3.3,2.8
67.5,Female,1,phd,retired,87500,NA,5,0,Rural/Country,United States,Divorced,0,2,4,4,4,2,3,1,1,4,3,3,1,5,3,1,5,1,1,1,2,1,5,1,3,1,3,2,5,3,5,1,3,5,2,2,4,4,4,3,4,3,5,5,5,5,5,1,0,3.4,2.2,3.15,5
19,Male,0,ltuni,student,NA,NA,0,1,Small Town,United States,Single,0,0,5,4,3,3,3,1,3,4,4,5,4,4,4,4,4,3,4,3,3,5,4,4,2,3,3,2,4,3,3,3,3,3,2,3,4,3,4,4,4,4,4,5,5,5,5,1,1,3.6,3.67,3.25,4.8
28,Female,0,grade,full-time,55e3,NA,5,0,Small Town,United States,Single,0,0,2,2,1,1,1,1,2,3,3,2,1,3,2,2,3,3,3,4,3,2,3,3,3,4,3,2,3,2,3,4,4,3,1,2,4,4,4,2,2,2,3,5,4,5,3,0,0,1.4,2.47,2.9,4
25,Female,0,ltuni,student,15e3,NA,8,0,Small Town,United States,Single,0,0,3,4,3,1,1,1,1,2,1,5,1,1,3,1,3,4,1,3,1,3,4,1,3,2,3,4,3,3,4,1,4,4,3,4,3,3,3,4,2,3,2,3,1,3,3,1,1,2.4,2.07,3.05,2.4
16.5,Female,0,lthigh,student,1e4,NA,1,2,Rural/Country,United States,Single,0,0,3,4,4,2,2,1,1,2,2,2,1,1,5,2,2,2,2,2,1,1,1,1,4,5,1,4,4,2,4,1,5,2,1,2,3,5,4,2,4,3,4,4,4,5,4,1,1,3,1.8,2.9,4.2
45,Female,1,high,full-time,45e3,NA,0,0,Village,United States,Married,1,0,3,2,2,2,2,1,5,5,5,4,2,5,3,4,5,2,5,1,5,4,4,3,3,5,3,5,3,2,4,5,2,3,1,5,4,5,2,5,5,5,4,4,4,5,4,1,1,2.2,3.73,3.7,4.2
55,Male,0,ma,full-time,25e3,NA,14,0,Rural/Country,United States,Divorced,0,0,4,4,4,4,4,3,1,2,2,5,3,4,4,4,5,3,1,3,1,5,5,3,2,1,2,2,4,3,4,3,3,4,4,1,4,4,4,4,3,3,1,1,1,1,1,1,1,4,3.07,3.15,1
37.5,Female,1,deg,full-time,87500,NA,14,0,Small Town,United States,Single,0,1,5,5,4,3,3,2,3,5,4,3,5,4,3,3,4,3,4,3,5,4,4,3,3,3,5,4,4,4,4,4,3,3,3,3,4,3,3,5,4,4,2,3,3,2,1,1,1,4,3.67,3.65,2.2
28,Female,0,deg,full-time,35e3,NA,0,7,Village,United States,Single,0,0,4,4,3,3,3,1,3,5,4,3,3,4,3,2,3,4,5,3,4,3,4,2,2,4,4,2,1,3,3,2,2,4,2,2,4,4,4,4,4,4,1,2,1,2,2,1,NA,3.4,3.33,3.05,1.6
25,Female,0,deg,student,1e4,NA,1,0,Rural/Country,United States,Single,0,0,4,3,4,2,2,1,3,3,5,3,5,5,4,3,5,3,4,2,3,2,5,1,1,4,1,2,4,4,4,2,5,4,2,3,4,4,2,3,4,3,3,3,4,3,3,1,1,3,3.4,3.1,3.2
37.5,Male,0,phd,part-time,35e3,NA,2,0,Small Town,United States,Married,0,0,3,2,2,1,1,1,1,2,3,2,2,1,4,2,4,2,2,2,2,2,3,1,3,4,1,2,2,3,3,1,4,3,1,3,3,4,3,3,3,3,3,4,4,4,2,0,0,1.8,2.13,2.65,3.4
55,Female,1,ltuni,part-time,15e3,NA,8,10,Large Town,United States,Married,1,1,5,4,4,3,3,2,4,4,5,5,2,5,4,4,5,4,5,4,5,5,5,3,4,4,4,3,5,4,5,4,4,5,3,4,4,5,5,4,5,4,4,4,4,4,2,1,1,3.8,4.2,4.2,3.6
45,Female,1,ltuni,unemployed,87500,NA,0,0,Small Town,United States,Married,3,0,2,2,1,1,1,5,5,4,5,5,3,4,4,2,4,3,5,5,4,5,5,1,2,2,4,5,4,3,4,1,2,3,5,4,4,4,4,5,5,4,4,4,4,5,4,1,0,1.4,4.2,3.55,4.2
32.5,Male,0,ltuni,unemployed,NA,NA,2,6,Village,United States,Single,0,0,2,2,2,2,2,2,2,1,4,2,1,4,2,1,2,5,3,5,5,5,4,1,2,1,1,3,3,1,3,2,2,3,2,4,2,4,4,4,4,2,1,1,1,3,1,1,1,2,2.93,2.6,1.4
16.5,Male,0,high,student,1e4,NA,0,0,Small Town,United States,Single,0,0,4,3,4,2,2,3,2,5,2,3,1,4,4,4,5,4,4,3,1,2,4,1,3,4,1,3,3,3,4,2,4,3,4,5,3,2,1,3,4,4,3,3,4,2,1,1,1,3,3.13,3.05,2.6
21,Female,0,high,part-time,1e4,NA,1,0,Large Town,United States,Single,0,0,4,3,2,2,2,3,5,5,5,4,5,5,4,5,5,3,5,4,5,5,5,2,3,5,5,3,2,3,3,3,4,3,1,4,5,2,1,4,5,5,2,2,2,1,2,1,1,2.6,4.53,3.4,1.8
32.5,Female,0,deg,full-time,25e3,NA,6,0,Medium-Sized,United States,Single,0,0,2,3,3,2,2,2,2,3,2,2,1,3,4,2,2,3,3,3,2,3,4,1,2,4,2,3,2,4,3,1,4,3,3,2,3,4,4,3,2,4,3,3,3,2,2,1,1,2.4,2.47,2.9,2.6
37.5,Male,1,deg,full-time,87500,NA,4,9,Small Town,United States,Married,1,2,2,2,1,1,1,2,1,3,3,2,1,4,3,1,3,3,2,3,1,5,3,4,3,3,3,2,3,1,3,4,1,2,2,4,3,5,4,4,3,3,4,4,4,4,4,1,1,1.4,2.47,3,4
45,Female,1,dip,full-time,67500,NA,6,2,NA,United States,Divorced,0,0,3,4,3,2,1,1,1,1,2,2,1,1,2,3,4,2,2,1,1,2,1,4,1,4,3,5,3,3,2,2,3,4,1,3,3,2,1,4,4,3,3,2,3,3,2,0,0,2.6,1.73,2.8,2.6
45,Female,1,deg,full-time,67500,NA,5,0,Village,United States,Divorced,0,2,2,2,2,2,3,2,1,1,2,2,2,2,3,2,2,5,1,3,1,4,3,1,2,3,3,3,3,3,4,1,2,3,3,2,3,3,3,4,2,4,3,4,4,3,2,1,0,2.2,2.2,2.75,3.2
28,Male,0,dip,full-time,35e3,NA,0,10,Village,United States,Single,0,0,3,4,5,4,4,2,2,1,5,5,2,5,4,5,5,3,4,2,4,4,3,1,2,5,4,3,3,5,5,3,5,4,3,1,4,5,5,3,4,3,3,3,1,4,2,1,1,4,3.53,3.55,2.6
55,Male,1,ltuni,retired,25e3,NA,0,0,Large Town,United States,Divorced,1,0,5,5,3,4,4,5,3,5,5,5,2,5,5,5,5,4,5,5,4,5,4,4,4,4,4,5,5,4,5,5,5,5,5,5,2,5,5,5,5,5,1,3,3,2,1,1,1,4.2,4.53,4.55,2
55,Female,1,high,full-time,NA,NA,12,0,Medium-Sized,United States,Married,0,0,3,4,2,2,2,2,5,4,5,2,1,1,2,3,4,3,4,1,3,2,3,1,5,3,4,1,1,2,1,4,4,4,2,3,2,4,2,3,3,2,3,2,2,3,2,1,0,2.6,2.8,2.7,2.4
55,Male,0,deg,full-time,87500,NA,NA,0,Village,United States,Single,0,0,3,5,2,3,2,1,1,5,3,4,2,5,4,5,5,4,2,4,2,3,3,3,4,5,1,2,5,3,5,3,4,5,5,3,4,4,4,5,5,5,1,1,1,2,1,1,1,3,3.33,3.9,1.2
28,Female,0,deg,full-time,25e3,NA,1,9,Small Town,United States,Single,0,0,4,4,4,1,1,2,3,5,5,1,1,5,2,1,4,3,4,3,5,5,4,1,2,5,4,4,4,3,4,5,5,3,4,1,3,5,4,3,4,1,3,4,4,5,5,1,1,2.8,3.27,3.45,4.2
45,Female,1,deg,part-time,1e4,NA,3,6,Large Town,United States,Married,0,0,4,4,3,1,2,2,1,5,3,2,2,2,3,1,2,5,3,5,1,2,3,5,2,4,4,5,4,3,4,3,4,3,3,3,3,5,4,4,2,3,4,4,4,5,4,1,0,2.8,2.6,3.55,4.2
55,Female,1,ma,full-time,25e3,NA,2,0,Rural/Country,United States,Divorced,0,1,4,4,1,1,1,2,1,5,1,4,2,1,4,4,3,5,1,5,1,5,5,1,3,1,1,5,4,5,4,1,2,5,4,5,3,1,1,5,3,5,3,3,4,1,1,1,0,2.2,2.93,3.2,2.4
22,Female,0,deg,NA,15e3,NA,0,2,Small Town,United States,Single,0,0,3,4,4,3,2,1,1,4,3,3,3,3,3,1,4,5,4,3,4,3,4,4,3,5,5,3,2,5,3,4,4,4,3,4,3,5,5,4,4,4,2,2,3,3,3,1,1,3.2,3,3.9,2.6
37.5,Male,0,ma,full-time,15e4,NA,6,6,Small Town,United States,Single,0,0,2,3,3,2,2,2,1,3,4,3,4,4,2,3,2,1,1,3,2,3,3,1,1,3,3,2,2,2,4,2,4,3,2,2,3,3,3,3,4,3,3,3,3,3,1,1,1,2.4,2.53,2.65,2.6
19,Male,0,ltuni,student,1e4,NA,0,2,Rural/Country,United States,Single,0,0,3,2,2,1,1,1,1,2,1,2,1,4,2,1,4,2,2,2,2,1,3,2,3,4,1,2,2,2,4,3,3,3,2,3,4,5,2,3,4,4,2,4,3,3,1,1,1,1.8,1.87,2.95,2.6
16.5,Female,0,high,student,NA,NA,0,0,Small Town,United States,Single,0,0,4,4,3,1,1,1,2,4,4,2,1,3,3,2,3,2,4,4,3,2,4,1,3,2,5,1,4,4,3,1,3,4,2,2,4,5,3,2,1,4,3,4,3,4,2,1,1,2.6,2.67,2.9,3.2
25,Female,0,deg,full-time,35e3,NA,2,0,Village,United States,Single,0,0,3,1,1,1,1,3,2,2,3,1,3,2,2,1,3,2,4,3,3,3,2,1,1,2,2,1,3,1,3,2,3,2,2,1,3,2,2,2,2,2,3,4,4,3,4,0,0,1.4,2.47,1.95,3.6
45,Male,0,deg,full-time,87500,NA,5,0,Rural/Country,United States,Divorced,0,0,2,2,2,2,2,1,1,2,3,3,3,1,3,5,3,3,2,1,1,1,4,2,1,2,1,1,1,2,1,5,3,5,1,1,2,5,5,1,2,1,3,3,3,3,1,1,0,2,2.2,2.3,2.6
55,Female,1,ma,full-time,55e3,NA,5,0,Small Town,United States,Widowed,1,0,3,4,4,2,2,2,2,3,3,4,3,3,4,3,4,5,2,3,2,5,5,2,2,3,2,3,3,4,4,3,2,5,3,4,4,4,3,3,4,4,2,2,2,2,2,1,1,3,3.2,3.35,2
37.5,Female,1,dip,full-time,15e3,NA,0,4,Medium-Sized,United States,Divorced,3,0,3,3,3,3,3,4,4,5,4,4,1,4,4,3,3,3,4,5,4,4,3,1,3,5,1,3,3,4,4,2,4,2,5,4,3,5,4,3,3,4,3,3,4,4,5,1,0,3,3.73,3.3,3.8
28,Female,1,ltuni,student,1e4,NA,2,0,Village,United States,Single,1,2,4,3,3,1,1,1,1,1,1,1,2,1,3,1,1,4,1,2,1,4,2,1,2,3,2,2,3,3,2,1,4,4,2,2,2,4,2,2,2,2,4,4,4,3,3,1,0,2.4,1.67,2.35,3.6
45,Female,1,ma,NA,NA,NA,0,0,Medium-Sized,United States,Married,1,1,4,3,3,3,2,3,2,2,4,2,1,3,3,3,5,4,2,4,2,4,4,2,3,5,3,2,3,3,5,4,4,4,5,4,3,5,4,5,3,3,3,3,3,4,2,1,0,3,2.93,3.7,3
24,Female,0,dip,full-time,45e3,NA,2,0,Medium-Sized,United States,Single,0,0,2,1,2,2,2,1,1,2,3,2,1,2,2,1,3,4,3,2,2,1,3,2,2,4,4,1,3,3,3,2,2,3,3,3,1,4,3,4,3,3,4,5,4,3,2,0,0,1.8,2,2.8,3.6
28,Male,0,ma,full-time,35e3,NA,0,1,Village,United States,Single,0,0,4,3,2,2,2,1,2,4,4,1,1,3,4,1,3,4,3,4,2,3,5,3,3,4,5,4,3,2,5,1,3,5,3,2,4,5,5,3,4,4,5,5,5,5,4,1,1,2.6,2.67,3.65,4.8
45,Male,1,ma,full-time,45e3,NA,7,0,Small Town,United States,Married,0,3,3,3,4,3,3,1,3,5,4,3,3,4,4,3,4,3,4,2,4,3,4,3,3,4,3,3,4,3,4,4,4,4,4,4,3,4,4,4,4,2,4,3,4,3,3,1,NA,3.2,3.33,3.6,3.4
45,Female,1,ma,full-time,NA,NA,10,0,Medium-Sized,United States,Married,1,1,1,1,3,1,1,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,2,1,5,1,1,3,2,3,1,2,3,1,3,3,4,4,3,0,0,1.4,1.6,1.75,3.4
45,Female,1,ltuni,full-time,55e3,NA,10,0,Village,United States,Married,0,2,2,3,4,2,2,2,4,3,4,2,5,3,4,1,4,3,5,4,1,5,3,1,3,3,5,3,3,4,5,4,5,3,4,2,3,2,3,3,3,3,5,4,5,5,1,1,1,2.6,3.33,3.25,4
55,Male,1,ma,full-time,15e4,NA,0,0,Rural/Country,United States,Married,1,1,4,2,4,3,3,1,1,1,1,3,5,4,3,2,3,4,4,5,2,3,4,3,2,1,2,3,5,4,4,2,3,4,5,3,3,4,4,3,4,4,2,3,3,3,1,1,0,3.2,2.8,3.35,2.4
25,Male,0,deg,full-time,87500,NA,1,11,Small Town,United States,Single,0,0,4,4,4,2,2,2,2,5,4,5,3,4,4,5,3,4,4,2,4,4,5,1,4,4,2,3,5,3,5,4,4,5,4,4,5,5,1,5,2,5,3,4,4,3,4,1,1,3.2,3.67,3.8,3.6
55,Male,1,ltuni,full-time,55e3,NA,2,4,Large Town,United States,Divorced,1,0,4,4,3,2,3,3,2,5,4,3,3,2,3,3,3,2,3,3,2,4,3,3,3,4,4,4,3,3,3,3,3,4,4,4,4,4,3,3,3,3,2,3,2,2,1,1,1,3.2,3,3.4,2
7.5,Male,0,lthigh,student,NA,NA,5,4,Rural/Country,United States,Single,0,0,4,3,3,4,4,4,1,3,1,5,2,5,4,4,5,3,3,4,2,4,5,4,5,3,5,2,5,3,4,3,3,4,3,3,4,4,4,4,5,5,3,3,1,1,4,1,1,3.6,3.33,3.9,2.4
28,Male,0,ma,full-time,25e4,NA,0,1,Village,United States,Single,0,0,3,2,2,2,2,1,1,3,4,4,3,2,3,3,4,2,2,5,1,3,3,1,2,2,3,1,3,3,3,5,4,3,5,1,3,5,5,1,3,1,5,5,5,5,5,1,0,2.2,2.73,2.85,5
45,Female,1,phd,part-time,25e3,NA,0,0,Medium-Sized,United States,Separated,4,3,3,2,4,2,2,4,4,5,1,2,2,4,3,2,4,4,5,5,5,4,4,3,3,2,5,4,4,3,4,4,2,4,5,3,4,4,4,3,4,4,4,3,4,4,3,1,1,2.6,3.6,3.65,3.6
55,Female,0,deg,full-time,87500,NA,10,0,Small Town,United States,Single,0,0,4,4,4,3,3,1,1,2,3,2,2,3,3,3,3,2,1,3,1,3,4,2,2,4,2,1,3,3,3,1,1,5,3,3,4,3,2,3,4,4,3,3,3,3,2,1,1,3.6,2.2,2.85,2.8
28,Female,0,deg,full-time,45e3,NA,2,0,Village,United States,Single,0,0,4,4,2,1,1,2,4,3,5,3,4,5,3,3,3,5,5,4,4,2,5,2,3,5,4,3,5,3,3,5,5,4,3,4,4,4,4,4,5,4,2,3,3,2,4,1,1,2.4,3.67,3.95,2.8
55,Male,1,ma,full-time,55e3,NA,0,0,Village,United States,Married,1,1,4,4,4,2,2,2,1,5,4,1,3,4,4,2,2,2,2,2,3,3,4,1,2,2,4,2,4,4,4,3,3,4,4,2,4,4,4,5,4,5,4,4,4,4,2,1,1,3.2,2.67,3.45,3.6
25,Female,1,ma,unemployed,1e4,NA,1,2,Village,United States,Married,1,0,2,4,3,4,4,1,2,3,3,3,1,2,4,2,3,3,2,4,2,3,4,5,4,4,3,4,4,3,5,4,4,4,2,4,4,4,5,4,4,4,3,3,3,4,2,1,0,3.4,2.53,3.95,3
28,Female,0,deg,part-time,1e4,NA,0,3,Small Town,United States,Single,0,0,5,5,5,5,5,2,2,3,4,3,5,5,5,5,5,3,5,5,3,5,5,5,1,5,3,2,5,5,5,1,5,5,2,2,4,1,3,4,5,5,1,2,2,1,1,1,1,5,4,3.65,1.4
32.5,Female,0,deg,full-time,35e3,NA,0,5,Rural/Country,United States,Single,0,0,2,2,2,2,2,2,2,2,2,3,1,4,3,2,3,4,2,4,2,4,4,2,2,2,4,2,4,2,4,2,3,4,3,3,4,4,4,2,4,4,4,4,4,4,4,1,1,2,2.67,3.15,4
37.5,Female,0,ma,full-time,67500,NA,2,0,Small Town,United States,Single,0,0,2,1,1,1,1,1,1,4,3,2,1,2,4,3,3,2,2,2,1,1,3,1,2,3,2,2,3,2,3,3,3,3,1,2,3,3,2,3,1,2,3,3,4,4,4,1,0,1.2,2.13,2.35,3.6
20,Female,0,ltuni,student,NA,NA,0,0,Small Town,United States,Single,0,0,3,3,2,2,2,2,2,3,3,2,3,3,5,2,4,4,2,3,2,3,4,2,3,4,4,3,4,4,4,2,4,4,2,2,4,4,3,4,3,4,3,4,3,4,2,1,1,2.4,2.87,3.4,3.2
45,Female,1,ma,full-time,45e3,NA,10,0,Large Town,United States,Married,3,0,4,3,2,3,3,1,2,2,4,3,4,4,2,3,4,3,4,2,4,3,3,2,3,5,3,2,4,3,4,3,3,3,2,3,3,4,4,4,4,4,3,3,3,3,3,1,1,3,3,3.3,3
28,Female,0,deg,student,NA,NA,1,0,Rural/Country,United States,Married,0,0,5,5,5,4,4,1,2,2,4,4,4,4,3,3,4,2,4,3,4,5,4,2,2,3,1,3,4,3,4,5,5,5,4,4,4,3,3,3,5,4,3,4,4,4,3,1,1,4.6,3.27,3.55,3.6
22,Female,0,deg,part-time,15e3,NA,0,3,Large Town,United States,Single,0,0,3,3,3,3,3,2,1,5,1,5,1,2,2,1,3,5,1,4,2,2,2,1,3,1,5,3,3,4,2,1,2,3,3,4,2,5,4,4,2,5,2,2,2,2,2,0,0,3,2.47,2.95,2
55,Male,1,deg,full-time,15e4,NA,NA,0,Village,United States,Separated,1,0,5,5,5,4,4,1,2,5,5,5,5,5,5,1,1,3,4,3,3,5,5,3,5,5,4,3,5,4,4,5,4,4,2,3,5,5,4,5,5,5,4,4,4,4,4,1,1,4.6,3.53,4.25,4
45,Female,0,deg,full-time,15e4,NA,2,0,Large Town,United States,Separated,0,0,3,3,3,3,3,4,3,5,3,3,4,2,4,3,3,3,4,4,2,5,5,3,4,4,2,2,3,3,3,3,4,3,4,3,4,4,3,4,3,4,4,4,4,4,3,1,0,3,3.47,3.4,3.8
37.5,Female,1,dip,full-time,87500,NA,3,0,Village,United States,Divorced,0,1,3,4,4,3,3,2,2,4,5,4,4,4,3,4,4,5,5,4,4,5,5,3,5,5,5,4,5,3,4,5,5,4,3,3,4,4,4,5,5,5,3,4,3,4,4,1,1,3.4,3.93,4.3,3.6
37.5,Male,0,deg,full-time,15e4,NA,6,0,Medium-Sized,United States,Single,0,0,4,4,4,4,4,1,1,3,3,3,2,2,3,3,3,3,2,3,2,3,3,3,2,3,3,3,4,4,4,3,3,3,2,3,3,3,3,3,4,3,2,2,2,3,1,1,1,4,2.47,3.1,2
45,Male,0,ltuni,full-time,45e3,NA,6,7,Large Town,United States,Single,0,0,4,4,4,4,4,2,3,5,3,4,3,4,4,3,4,4,4,4,3,4,4,3,4,5,2,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,2,2,3,2,2,1,1,4,3.6,3.7,2.2
32.5,Female,0,ma,full-time,45e3,NA,7,8,Small Town,United States,Single,0,0,3,4,5,4,4,1,3,3,5,5,3,5,5,4,5,3,5,5,5,5,5,3,4,4,5,4,5,5,5,5,5,5,4,3,5,5,4,5,5,4,2,2,2,2,2,1,1,4,4.13,4.5,2
25,Female,0,ma,student,1e4,NA,1,0,Small Town,United States,Single,0,0,4,3,1,1,1,1,2,3,4,1,1,2,3,1,4,2,3,1,3,3,5,1,2,5,3,3,2,2,4,4,5,3,2,3,4,5,4,3,4,3,4,4,4,5,2,1,0,2,2.27,3.35,3.8
24,Male,0,deg,full-time,45e3,NA,2,1,Village,United States,Single,0,0,3,3,4,3,3,4,4,4,3,3,1,4,3,2,3,5,2,4,3,2,4,3,5,5,4,4,4,3,5,4,3,4,5,5,4,5,5,3,4,3,4,4,4,4,4,1,1,3.2,3.13,4.1,4
37.5,Female,1,deg,full-time,35e3,NA,2,10,Large Town,United States,Married,0,1,2,2,1,1,1,1,1,5,2,1,1,1,2,1,3,2,2,2,1,1,3,1,1,4,3,2,3,2,4,2,4,3,1,2,3,3,1,4,2,4,5,5,4,5,5,1,0,1.4,1.73,2.6,4.8
45,Male,1,ma,full-time,25e4,NA,1,2,Village,United States,Married,0,2,3,3,3,2,1,1,2,2,4,3,3,3,3,3,4,1,3,2,3,2,3,1,2,5,2,2,3,3,3,1,4,4,1,3,3,5,2,4,3,2,4,5,3,5,2,1,0,2.4,2.6,2.8,3.8
37.5,Female,1,deg,part-time,55e3,NA,6,6,Small Town,United States,Married,0,1,3,3,4,3,3,1,1,1,3,3,1,3,4,2,3,4,3,3,3,3,3,3,3,4,4,5,4,4,5,3,4,3,1,3,4,3,3,4,5,4,3,4,3,3,2,1,1,3.2,2.53,3.6,3
55,Female,1,ltuni,full-time,35e3,NA,3,7,Village,United States,Married,1,1,3,3,4,3,3,2,4,4,4,4,2,4,3,3,4,4,4,2,4,4,2,2,3,3,3,3,3,3,3,3,4,3,2,3,3,4,4,3,4,2,3,3,3,3,2,1,1,3.2,3.47,3,2.8
